"","GroupID","Golgi_State","IntravasationProb","PER","Average_Speed","Visited_Rzone","Hours_in_Rzone","Metastatic_Celle"
"V2945","1","F","0.3927","0.607","21.38","1","36",NA
"V2946","2","F","0.495","0.737","27.16","1","29",NA
"V2947","1","F","0.33","0.607","23.49","1","29",NA
"V2948","2","I","0.01","0.725","25.43","1","11",NA
"V2949","4","I","0.01","0.756","27.74",NA,NA,NA
"V2950","1","I","0.01","0.604","23.92","1","1",NA
"V2951","1","F","0.2211","0.607","21.7",NA,NA,NA
"V2952","2","F","0.3795","0.737","23.56","1","61",NA
"V2953","2","F","0.4818","0.737","25.77",NA,NA,NA
"V2954","1","F","0.2112","0.607","11.46",NA,NA,NA
"V2955","1","F","0.2508","0.607","22.1","1","1",NA
"V2956","1","F","0.231","0.607","22.98",NA,NA,NA
"V2957","4","F","0.4257","0.78","23.96",NA,NA,NA
"V2958","1","I","0.01","0.604","26.89",NA,NA,NA
"V2959","2","F","0.2871","0.737","21.66","1","9",NA
"V2960","1","I","0.01","0.604","23.2",NA,NA,NA
"V2961","1","I","0.01","0.604","25.54",NA,NA,NA
"V2962","1","F","0.2112","0.607","21.17",NA,NA,NA
"V2963","4","F","0.4818","0.78","23.08",NA,NA,NA
"V2964","2","F","0.1782","0.737","24.97","1","15",NA
"V2965","4","F","0.1782","0.78","22.25",NA,NA,NA
"V2966","2","F","0.2871","0.737","27.72",NA,NA,NA
"V2967","4","F","0.2937","0.78","26.22","1","1",NA
"V2968","2","F","0.3894","0.737","25.14","1","14",NA
"V2969","3","I","0.01","0.601","25.87",NA,NA,NA
"V2970","2","F","0.4224","0.737","24.13","1","42",NA
"V2971","1","F","0.198","0.607","20.28","1","3",NA
"V2972","1","F","0.3366","0.607","24",NA,NA,NA
"V2973","1","F","0.4488","0.607","23.36",NA,NA,NA
"V2974","2","F","0.3135","0.737","24.99","1","21",NA
"V2975","4","F","0.2574","0.78","24.32",NA,NA,NA
"V2976","1","F","0.2706","0.607","22.04","1","58",NA
"V2977","3","I","0.01","0.601","24.71","1","22",NA
"V2978","2","I","0.01","0.725","26.09",NA,NA,NA
"V2979","2","F","0.1914","0.737","26.12","1","34",NA
"V2980","1","F","0.4356","0.607","20.65","1","46",NA
"V2981","4","I","0.01","0.756","26.06","1","38",NA
"V2982","4","I","0.01","0.756","21.25","1","15",NA
"V2983","1","F","0.3564","0.607","22.4","1","15",NA
"V2984","2","F","0.165","0.737","28.44",NA,NA,NA
"V2985","1","F","0.4554","0.607","23.33",NA,NA,NA
"V2986","2","I","0.01","0.725","24.48","1","25",NA
"V2987","3","I","0.01","0.601","26.66","1","3",NA
"V2988","2","F","0.2937","0.737","22.47","1","16",NA
"V2989","1","F","0.3432","0.607","23.76","1","9",NA
"V2990","1","F","0.4389","0.607","21.19",NA,NA,NA
"V2991","2","F","0.4851","0.737","24.99","1","24",NA
"V2992","1","F","0.1881","0.607","22.74","1","12",NA
"V2993","1","F","0.462","0.607","25.72","1","10","1"
"V2994","2","F","0.4686","0.737","25.97","1","4",NA
"V2995","2","F","0.4752","0.737","23.83","1","1",NA
"V2996","1","I","0.01","0.604","22.61","1","30",NA
"V2997","1","I","0.01","0.604","21.88",NA,NA,NA
"V2998","4","F","0.2244","0.78","23.06","1","63",NA
"V2999","4","I","0.01","0.756","28.64","1","15",NA
"V3000","1","F","0.4851","0.607","21.96",NA,NA,NA
"V3001","1","F","0.33","0.607","22.73",NA,NA,NA
"V3002","1","F","0.4455","0.607","20.76","1","99",NA
"V3003","1","F","0.4587","0.607","22.19","1","67",NA
"V3004","1","F","0.2673","0.607","23.55","1","5",NA
"V3005","2","F","0.3333","0.737","23.32","1","48",NA
"V3006","4","F","0.198","0.78","26.75",NA,NA,NA
"V3007","2","F","0.2871","0.737","22.63",NA,NA,NA
"V3008","2","F","0.4785","0.737","23.01","1","7","1"
"V3009","2","F","0.4719","0.737","22.08","1","20",NA
"V3010","2","F","0.3102","0.737","25.51","1","1",NA
"V3011","2","F","0.3432","0.737","25.66","1","19",NA
"V3012","2","F","0.3168","0.737","23.9",NA,NA,NA
"V3013","4","I","0.01","0.756","23.54","1","22",NA
"V3014","2","F","0.4917","0.737","29.23",NA,NA,NA
"V3015","2","F","0.3135","0.737","25.65","1","13",NA
"V3016","1","I","0.01","0.604","24.33",NA,NA,NA
"V3017","4","F","0.4653","0.78","23.94","1","4",NA
"V3018","1","F","0.4884","0.607","27.21","1","29",NA
"V3019","1","F","0.2739","0.607","21.09","1","37",NA
"V3020","2","F","0.4257","0.737","24.94","1","7",NA
"V3021","1","F","0.3795","0.607","24.01","1","33",NA
"V3022","2","F","0.2541","0.737","24.21","1","15",NA
"V3023","2","I","0.01","0.725","26.99","1","3",NA
"V3024","2","F","0.4884","0.737","23.42",NA,NA,NA
"V3025","4","I","0.01","0.756","23.25","1","13",NA
"V3026","1","F","0.1716","0.607","22.24","1","24",NA
"V3027","4","F","0.165","0.78","25.83","1","6",NA
"V3028","1","I","0.01","0.604","21.2",NA,NA,NA
"V3029","1","F","0.2706","0.607","22.84",NA,NA,NA
"V3030","1","F","0.4851","0.607","20.78","1","70",NA
"V3031","4","F","0.2937","0.78","23.84","1","2",NA
"V3032","4","I","0.01","0.756","22.57","1","7",NA
"V3033","1","F","0.2343","0.607","23.6","1","33",NA
"V3034","2","I","0.01","0.725","25.48","1","7",NA
"V3035","1","I","0.01","0.604","22.48","1","16",NA
"V3036","4","F","0.2211","0.78","25.62","1","1",NA
"V3037","1","F","0.4191","0.607","21.31","1","19",NA
"V3038","2","F","0.3993","0.737","23.43","1","13",NA
"V3039","1","I","0.01","0.604","23.44","1","38",NA
"V3040","4","F","0.2673","0.78","26.3",NA,NA,NA
"V3041","1","F","0.4158","0.607","22.5",NA,NA,NA
"V3042","4","I","0.01","0.756","26.13",NA,NA,NA
"V3043","2","I","0.01","0.725","26.76",NA,NA,NA
"V3044","2","F","0.4125","0.737","24.46","1","8",NA
"V3045","1","F","0.396","0.607","24.91","1","21",NA
"V3046","1","I","0.01","0.604","19.54","1","95",NA
"V3047","2","F","0.4851","0.737","25.75","1","32",NA
"V3048","1","F","0.3531","0.607","22.96","1","9",NA
"V3049","2","F","0.2211","0.737","25.3","1","19",NA
"V3050","1","F","0.165","0.607","26.02","1","60",NA
"V3051","4","I","0.01","0.756","23.07","1","73",NA
"V3052","4","I","0.01","0.756","21.06","1","24",NA
"V3053","2","I","0.01","0.725","27.34","1","45",NA
"V3054","4","F","0.4257","0.78","26.7","1","1",NA
"V3055","1","F","0.264","0.607","21.38",NA,NA,NA
"V3056","2","F","0.2904","0.737","24.17","1","32",NA
"V3057","3","F","0.1716","0.63","28.15",NA,NA,NA
"V3058","1","I","0.01","0.604","24.14",NA,NA,NA
"V3059","2","I","0.01","0.725","25.06",NA,NA,NA
"V3060","1","F","0.2772","0.607","16.64",NA,NA,NA
"V3061","2","F","0.2805","0.737","26.23","1","8",NA
"V3062","4","I","0.01","0.756","25.76",NA,NA,NA
"V3063","2","I","0.01","0.725","27.24","1","6",NA
"V3064","2","F","0.4653","0.737","24.74","1","19",NA
"V3065","2","I","0.01","0.725","25.09",NA,NA,NA
"V3066","1","F","0.1815","0.607","23.28",NA,NA,NA
"V3067","2","I","0.01","0.725","26.63",NA,NA,NA
"V3068","1","F","0.33","0.607","25.57",NA,NA,NA
"V3069","1","I","0.01","0.604","24.21",NA,NA,NA
"V3070","2","I","0.01","0.725","29.23","1","4",NA
"V3071","3","I","0.01","0.601","25.34",NA,NA,NA
"V3072","4","I","0.01","0.756","26.23",NA,NA,NA
"V3073","1","F","0.1914","0.607","23.65","1","1",NA
"V3074","3","F","0.3762","0.63","22.73","1","16",NA
"V3075","2","F","0.3399","0.737","24.28","1","12",NA
"V3076","1","F","0.1881","0.607","23.84","1","5",NA
"V3077","4","I","0.01","0.756","22.56","1","5",NA
"V3078","2","F","0.429","0.737","27.73","1","26",NA
"V3079","4","F","0.3333","0.78","25.74","1","18",NA
"V3080","3","I","0.01","0.601","26.43",NA,NA,NA
"V3081","2","F","0.4488","0.737","27.76",NA,NA,NA
"V3082","1","F","0.33","0.607","25.4","1","3",NA
"V3083","1","F","0.2013","0.607","22.15",NA,NA,NA
"V3084","1","I","0.01","0.604","22.65",NA,NA,NA
"V3085","1","F","0.3498","0.607","20.49",NA,NA,NA
"V3086","1","F","0.3003","0.607","23.44","1","1",NA
"V3087","2","F","0.2904","0.737","23.18","1","23","1"
"V3088","1","F","0.3894","0.607","22.88","1","12",NA
"V3089","4","F","0.2343","0.78","26.87",NA,NA,NA
"V3090","1","F","0.1782","0.607","22.67",NA,NA,NA
"V3091","2","F","0.1914","0.737","28","1","1",NA
"V3092","2","F","0.4653","0.737","23.1",NA,NA,NA
"V3093","1","F","0.4917","0.607","23.48","1","1",NA
"V3094","4","I","0.01","0.756","25.31",NA,NA,NA
"V3095","2","F","0.4389","0.737","26.54","1","1",NA
"V3096","2","I","0.01","0.725","22.62",NA,NA,NA
"V3097","1","F","0.3399","0.607","21.66",NA,NA,NA
"V3098","4","I","0.01","0.756","20.42","1","39",NA
"V3099","4","F","0.4917","0.78","26.05",NA,NA,NA
"V3100","4","I","0.01","0.756","27.57",NA,NA,NA
"V3101","2","F","0.495","0.737","28.55",NA,NA,NA
"V3102","1","F","0.2475","0.607","23.58","1","5",NA
"V3103","1","F","0.3234","0.607","21.88","1","3",NA
"V3104","2","I","0.01","0.725","24.92","1","11",NA
"V3105","4","I","0.01","0.756","23.03","1","100",NA
"V3106","2","F","0.3003","0.737","24","1","1",NA
"V3107","4","I","0.01","0.756","24.05","1","8",NA
"V3108","2","F","0.4851","0.737","25.5",NA,NA,NA
"V3109","1","I","0.01","0.604","28.87",NA,NA,NA
"V3110","2","F","0.3333","0.737","26.08",NA,NA,NA
"V3111","4","F","0.2376","0.78","25.35",NA,NA,NA
"V3112","2","I","0.01","0.725","23.36",NA,NA,NA
"V3113","1","F","0.3234","0.607","22.97",NA,NA,NA
"V3114","4","F","0.1848","0.78","23.97",NA,NA,NA
"V3115","2","F","0.3531","0.737","26.14","1","46",NA
"V3116","1","F","0.4818","0.607","21.62","1","19",NA
"V3117","3","I","0.01","0.601","27.59","1","1",NA
"V3118","1","F","0.4455","0.607","25.08","1","2",NA
"V3119","1","I","0.01","0.604","27.58",NA,NA,NA
"V3120","2","F","0.4917","0.737","25.54","1","19",NA
"V3121","2","F","0.363","0.737","23.33",NA,NA,NA
"V3122","2","F","0.1716","0.737","23.06","1","43","1"
"V3123","1","F","0.3201","0.607","22.28","1","52",NA
"V3124","2","F","0.4686","0.737","27.02","1","23",NA
"V3125","4","F","0.3498","0.78","23.73","1","57",NA
"V3126","1","F","0.3399","0.607","21.51",NA,NA,NA
"V3127","1","I","0.01","0.604","23.27",NA,NA,NA
"V3128","1","I","0.01","0.604","26.34",NA,NA,NA
"V3129","2","F","0.4257","0.737","24.54","1","1",NA
"V3130","2","F","0.3663","0.737","22.05","1","14",NA
"V3131","2","F","0.4686","0.737","25.69","1","16",NA
"V3132","1","F","0.1683","0.607","20.28",NA,NA,NA
"V3133","4","F","0.3762","0.78","23.51",NA,NA,NA
"V3134","1","F","0.3894","0.607","23.3",NA,NA,NA
"V3135","2","I","0.01","0.725","27.83","1","10",NA
"V3136","2","I","0.01","0.725","28.14","1","1",NA
"V3137","1","F","0.198","0.607","23.05","1","1",NA
"V3138","1","F","0.1848","0.607","20.14","1","59",NA
"V3139","4","I","0.01","0.756","25.12",NA,NA,NA
"V3140","4","F","0.2145","0.78","24.94","1","24",NA
"V3141","2","F","0.4125","0.737","24.83","1","9",NA
"V3142","1","F","0.4323","0.607","22.25",NA,NA,NA
"V3143","2","F","0.3069","0.737","24.83","1","1",NA
"V3144","2","I","0.01","0.725","23.04","1","25",NA
"V3145","4","F","0.2442","0.78","22.39","1","12",NA
"V3146","1","F","0.4389","0.607","18.42","1","89",NA
"V3147","2","I","0.01","0.725","23.76","1","47",NA
"V3148","2","F","0.2475","0.737","27.26","1","4",NA
"V3149","2","F","0.4125","0.737","24.82","1","33",NA
"V3150","4","I","0.01","0.756","27.49",NA,NA,NA
"V3151","4","I","0.01","0.756","25.15",NA,NA,NA
"V3152","2","F","0.4059","0.737","22.46",NA,NA,NA
"V3153","2","F","0.3366","0.737","25.98",NA,NA,NA
"V3154","4","I","0.01","0.756","25.34","1","1",NA
"V3155","2","F","0.2145","0.737","23.73","1","18",NA
"V3156","2","F","0.4686","0.737","23.76","1","13",NA
"V3157","1","I","0.01","0.604","26.71","1","3",NA
"V3158","2","F","0.2277","0.737","21.27","1","10","1"
"V3159","1","I","0.01","0.604","20.83","1","45",NA
"V3160","2","F","0.2871","0.737","24.56","1","29",NA
"V3161","1","I","0.01","0.604","21.09","1","12",NA
"V3162","1","F","0.3993","0.607","21.42","1","34",NA
"V3163","1","F","0.2508","0.607","20.37","1","52",NA
"V3164","1","F","0.462","0.607","24.86","1","3",NA
"V3165","2","F","0.4719","0.737","22.63",NA,NA,NA
"V3166","2","F","0.462","0.737","24.41","1","4",NA
"V3167","4","F","0.4818","0.78","23.38","1","6",NA
"V3168","2","F","0.198","0.737","24.23","1","48",NA
"V3169","1","F","0.4686","0.607","21.88","1","26",NA
"V3170","4","F","0.2112","0.78","20.6","1","28",NA
"V3171","1","I","0.01","0.604","26.22","1","6",NA
"V3172","1","F","0.2475","0.607","21.52","1","4",NA
"V3173","2","F","0.1947","0.737","25.66","1","2",NA
"V3174","4","I","0.01","0.756","24.99","1","13",NA
"V3175","2","F","0.4851","0.737","26.24","1","17",NA
"V3176","1","I","0.01","0.604","23.4","1","19",NA
"V3177","2","I","0.01","0.725","25.56",NA,NA,NA
"V3178","4","F","0.363","0.78","21.05","1","34",NA
"V3179","4","I","0.01","0.756","24.48","1","54",NA
"V3180","1","I","0.01","0.604","24.33","1","21",NA
"V3181","2","F","0.3894","0.737","20.1",NA,NA,NA
"V3182","1","F","0.2442","0.607","24.84","1","47",NA
"V3183","3","I","0.01","0.601","25.82","1","55",NA
"V3184","1","F","0.2244","0.607","21.21","1","62",NA
"V3185","1","I","0.01","0.604","28.36",NA,NA,NA
"V3186","3","I","0.01","0.601","23.74","1","41",NA
"V3187","4","I","0.01","0.756","25.92","1","11",NA
"V3188","2","F","0.4059","0.737","22.2","1","39",NA
"V3189","2","F","0.3465","0.737","25.74","1","2",NA
"V3190","2","F","0.3696","0.737","25.07",NA,NA,NA
"V3191","4","F","0.3498","0.78","24.04","1","1",NA
"V3192","2","F","0.1848","0.737","24.44","1","38",NA
"V3193","4","I","0.01","0.756","25.1","1","16",NA
"V3194","2","F","0.4059","0.737","23.8","1","10",NA
"V3195","1","F","0.2112","0.607","24.81","1","30",NA
"V3196","4","F","0.1881","0.78","20.55","1","34",NA
"V3197","1","F","0.2442","0.607","27.56","1","1",NA
"V3198","1","F","0.4785","0.607","21.07",NA,NA,NA
"V3199","3","I","0.01","0.601","24.82",NA,NA,NA
"V3200","1","F","0.2706","0.607","20.47",NA,NA,NA
"V3201","1","I","0.01","0.604","25.85",NA,NA,NA
"V3202","3","I","0.01","0.601","26.26","1","7",NA
"V3203","2","F","0.1749","0.737","25.98","1","21",NA
"V3204","1","F","0.3135","0.607","18.12","1","50",NA
"V3205","1","F","0.4092","0.607","23.22","1","13",NA
"V3206","2","F","0.3828","0.737","24.24","1","63",NA
"V3207","2","F","0.2475","0.737","24.05","1","77",NA
"V3208","1","F","0.2244","0.607","21.35","1","12",NA
"V3209","1","F","0.3465","0.607","23.57",NA,NA,NA
"V3210","2","F","0.3861","0.737","24.25",NA,NA,NA
"V3211","1","F","0.4422","0.607","18.98",NA,NA,NA
"V3212","2","F","0.2475","0.737","25.64","1","1",NA
"V3213","2","F","0.4488","0.737","27.04",NA,NA,NA
"V3214","4","I","0.01","0.756","26.21","1","21",NA
"V3215","4","I","0.01","0.756","25.2",NA,NA,NA
"V3216","2","F","0.3399","0.737","21.2","1","40",NA
"V3217","1","F","0.3399","0.607","25.26",NA,NA,NA
"V3218","1","I","0.01","0.604","25.03","1","1",NA
"V3219","2","I","0.01","0.725","23.64",NA,NA,NA
"V3220","1","I","0.01","0.604","29.9","1","1",NA
"V3221","2","I","0.01","0.725","25.98","1","7",NA
"V3222","1","I","0.01","0.604","24.61","1","35",NA
"V3223","1","I","0.01","0.604","22.84","1","66",NA
"V3224","2","F","0.2211","0.737","25.13",NA,NA,NA
"V3225","2","F","0.2541","0.737","25.96",NA,NA,NA
"V3226","3","I","0.01","0.601","23.88","1","79",NA
"V3227","2","F","0.3498","0.737","27.76","1","15",NA
"V3228","3","I","0.01","0.601","25.97","1","3",NA
"V3229","4","I","0.01","0.756","25.1",NA,NA,NA
"V3230","2","F","0.462","0.737","25.09",NA,NA,NA
"V3231","1","F","0.1947","0.607","22.81",NA,NA,NA
"V3232","1","F","0.2871","0.607","24.83",NA,NA,NA
"V3233","2","I","0.01","0.725","28.59","1","2",NA
"V3234","4","I","0.01","0.756","24.99",NA,NA,NA
"V3235","1","F","0.1815","0.607","23.67",NA,NA,NA
"V3236","1","F","0.2805","0.607","23.45","1","3",NA
"V3237","1","I","0.01","0.604","24.26",NA,NA,NA
"V3238","1","I","0.01","0.604","14.5",NA,NA,NA
"V3239","4","I","0.01","0.756","27.29",NA,NA,NA
"V3240","3","I","0.01","0.601","25.04","1","7",NA
"V3241","2","F","0.2739","0.737","25.7",NA,NA,NA
"V3242","1","I","0.01","0.604","25.74",NA,NA,NA
"V3243","1","I","0.01","0.604","26.47",NA,NA,NA
"V3244","1","F","0.2607","0.607","23.3",NA,NA,NA
"V3245","4","F","0.2838","0.78","24.94",NA,NA,NA
"V3246","1","F","0.2937","0.607","25.33",NA,NA,NA
"V3247","4","I","0.01","0.756","25.97",NA,NA,NA
"V3248","2","F","0.3168","0.737","23.34","1","54",NA
"V3249","2","F","0.4884","0.737","25.68",NA,NA,NA
"V3250","4","F","0.3531","0.78","29.1","1","1",NA
"V3251","1","F","0.2673","0.607","22.98",NA,NA,NA
"V3252","1","I","0.01","0.604","23.13","1","17",NA
"V3253","2","F","0.3597","0.737","25.6",NA,NA,NA
"V3254","4","F","0.3036","0.78","24.23","1","2",NA
"V3255","1","I","0.01","0.604","28.44","1","45",NA
"V3256","2","F","0.1947","0.737","25.32",NA,NA,NA
"V3257","2","F","0.2376","0.737","22.64",NA,NA,NA
"V3258","2","I","0.01","0.725","27.67","1","5",NA
"V3259","1","I","0.01","0.604","27.55",NA,NA,NA
"V3260","2","F","0.3498","0.737","23.71",NA,NA,NA
"V3261","2","I","0.01","0.725","25.52",NA,NA,NA
"V3262","4","I","0.01","0.756","23.83","1","14",NA
"V3263","1","F","0.3432","0.607","27.87","1","16",NA
"V3264","1","F","0.1914","0.607","21.65",NA,NA,NA
"V3265","4","I","0.01","0.756","25.42",NA,NA,NA
"V3266","2","I","0.01","0.725","22.27","1","50",NA
"V3267","1","I","0.01","0.604","22.68","1","4",NA
"V3268","4","F","0.3861","0.78","22.98","1","4","1"
"V3269","2","I","0.01","0.725","26.66",NA,NA,NA
"V3270","2","F","0.1716","0.737","22.52","1","63",NA
"V3271","1","F","0.2079","0.607","22.31","1","40",NA
"V3272","1","F","0.4224","0.607","22.78","1","10",NA
"V3273","2","F","0.3333","0.737","24.32","1","78",NA
"V3274","2","I","0.01","0.725","24.23",NA,NA,NA
"V3275","4","I","0.01","0.756","25.12",NA,NA,NA
"V3276","1","F","0.2805","0.607","19.9","1","50",NA
"V3277","4","I","0.01","0.756","26.74","1","53",NA
"V3278","1","I","0.01","0.604","26.04","1","21",NA
"V3279","4","F","0.2607","0.78","23.47",NA,NA,NA
"V3280","2","I","0.01","0.725","27.92",NA,NA,NA
"V3281","4","F","0.4884","0.78","22.61","1","9",NA
"V3282","1","F","0.2178","0.607","20.96","1","54",NA
"V3283","2","F","0.4917","0.737","23.78",NA,NA,NA
"V3284","4","F","0.4158","0.78","23.49","1","1",NA
"V3285","4","F","0.2112","0.78","23.23",NA,NA,NA
"V3286","2","F","0.4653","0.737","25.33","1","33",NA
"V3287","2","F","0.3564","0.737","22.78",NA,NA,NA
"V3288","4","F","0.4752","0.78","22.21","1","16",NA
"V3289","2","I","0.01","0.725","27.23","1","46",NA
"V3290","3","F","0.2904","0.63","23.16","1","67",NA
"V3291","3","F","0.3003","0.63","23.65","1","45","1"
"V3292","4","I","0.01","0.756","26.5","1","31",NA
"V3293","2","F","0.165","0.737","20.31","1","33",NA
"V3294","2","F","0.3498","0.737","26.15","1","12",NA
"V3295","1","F","0.3828","0.607","22.5",NA,NA,NA
"V3296","2","F","0.3861","0.737","26.13",NA,NA,NA
"V3297","1","F","0.2442","0.607","21.98",NA,NA,NA
"V3298","1","I","0.01","0.604","24.82","1","28",NA
"V3299","1","F","0.2244","0.607","21.92",NA,NA,NA
"V3300","1","F","0.3861","0.607","16.3","1","52",NA
"V3301","1","I","0.01","0.604","24.92",NA,NA,NA
"V3302","2","F","0.3828","0.737","26.04","1","1",NA
"V3303","1","F","0.2409","0.607","23.78",NA,NA,NA
"V3304","2","F","0.3333","0.737","23.63",NA,NA,NA
"V3305","1","F","0.4521","0.607","22.77",NA,NA,NA
"V3306","1","F","0.4818","0.607","22.73","1","15",NA
"V3307","2","F","0.4422","0.737","26.59","1","1",NA
"V3308","1","F","0.4884","0.607","23.23",NA,NA,NA
"V3309","1","F","0.2574","0.607","21.17",NA,NA,NA
"V3310","1","F","0.3795","0.607","21.29","1","40",NA
"V3311","1","F","0.3861","0.607","23.53",NA,NA,NA
"V3312","2","F","0.4587","0.737","23.95","1","23",NA
"V3313","1","F","0.33","0.607","21.88",NA,NA,NA
"V3314","1","I","0.01","0.604","25.71",NA,NA,NA
"V3315","1","F","0.1881","0.607","22.99",NA,NA,NA
"V3316","2","F","0.3762","0.737","25.85","1","18",NA
"V3317","2","F","0.4422","0.737","22.54",NA,NA,NA
"V3318","4","I","0.01","0.756","24.92","1","8",NA
"V3319","3","I","0.01","0.601","25.13",NA,NA,NA
"V3320","2","F","0.264","0.737","21.25",NA,NA,NA
"V3321","1","F","0.3201","0.607","23.75","1","1",NA
"V3322","1","F","0.3366","0.607","22.77","1","43",NA
"V3323","1","F","0.1815","0.607","21.26","1","36",NA
"V3324","2","I","0.01","0.725","27.43",NA,NA,NA
"V3325","1","F","0.2508","0.607","21.6",NA,NA,NA
"V3326","1","F","0.2409","0.607","19.84",NA,NA,NA
"V3327","4","F","0.4224","0.78","23.1",NA,NA,NA
"V3328","1","F","0.4224","0.607","22.07",NA,NA,NA
"V3329","2","F","0.3861","0.737","26.61",NA,NA,NA
"V3330","4","I","0.01","0.756","30.2",NA,NA,NA
"V3331","1","I","0.01","0.604","28.92",NA,NA,NA
"V3332","2","F","0.3531","0.737","21.79","1","12",NA
"V3333","3","I","0.01","0.601","27.4",NA,NA,NA
"V3334","2","F","0.3531","0.737","27.36","1","35",NA
"V3335","2","I","0.01","0.725","24.15","1","1",NA
"V3336","1","F","0.429","0.607","23.89",NA,NA,NA
"V3337","1","F","0.3267","0.607","22.66",NA,NA,NA
"V3338","1","F","0.165","0.607","23.08","1","14",NA
"V3339","1","F","0.3036","0.607","23.65",NA,NA,NA
